id,name,origin_url,latitude,longitude,flag_icon,address,gender,website,email,phone,img,manager,curriculum,years,accreditation,offers,students_count,available_places,fees_kg,fees_primary,fees_grade_1,fees_grade_2,fees_grade_3,fees_grade_4,fees_grade_5,fees_grade_6,fees_grade_7,fees_grade_8,fees_grade_9,fees_grade_10,fees_grade_11,fees_grade_12,fees_grade_13,vision,mission
fdff98af-3d68-e311-93f9-00155d283a04,أكاديمية الأرقم الخاصة,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=fdff98af-3d68-e311-93f9-00155d283a04,25.249839,51.482983,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,مسيمير - 13 زيد بن الحارث 413 23148 الريان مسيمير,أنثى,http://www.al-arqamacademy.edu.qa,alarqam@education.qa,44505557,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - علا عبدالرحمن حمدى على ابوزيد,المنهج البريطاني,- روضة - تمهيدي - الأول - الثاني - الثالث - الرابع - الخامس - السادس - السابع - الثامن - التاسع - العاشر - الحادي عشر - الثاني عشر,- GCE and International GCSE Qualification - The Qatar National Accreditation-الاعتماد الوطني لمدة خمس سنوات  - Cambridge International Centre- مركز  اختبارات لامتحانات IGCSE و ِAS من مركز كامبردج العالمي,نعم,1660,لا,"24,308 ر.ق","25,761 ر.ق","24,704 ر.ق","24,704 ر.ق","24,704 ر.ق","24,704 ر.ق","24,704 ر.ق","24,704 ر.ق","27,610 ر.ق","27,610 ر.ق","27,610 ر.ق","36,330 ر.ق","36,330 ر.ق","43,595 ر.ق",,رؤية المدرسة,أهداف المدرسة
d9521883-3940-e411-93ff-00155d283a04,أكاديمية التفوق الرياضي - اسباير,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=d9521883-3940-e411-93ff-00155d283a04,,,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_Other_Flag.png,العزيزية - - الحنيزبية 634 22287 الريان العزيزية,ذكر,http://www.Aspire.qa,,44136000,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,-,عام,- 7 - 8 - 9 - 10 - 11 - 12,,لا,870,نعم,,,,,,,,,,,,,,,,,
6d3197a9-3d68-e311-93f9-00155d283a04,أكاديمية الجزيرة الخاصة,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=6d3197a9-3d68-e311-93f9-00155d283a04,25.23131,51.50419,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,بو هامور - Msameer  995 22250 الريان بو هامور,ذكور وإناث,http://www.aja.edu.qa,aljazeeraacademy@education.qa,44693777,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - روى كريستوفر دونان,المنهج البريطاني,- روضة - تمهيدي - الأول - الثاني - الثالث - الرابع - الخامس - السادس - السابع - الثامن - التاسع - العاشر - الحادي عشر - الثاني عشر - الثالث عشر,- Western Association of schools and colleges  - Cambridge International Center  - Edexcel Approved Centre Certificate - QNSA accreditation,نعم,1680,نعم,"30,050 ر.ق","30,050 ر.ق","39,550 ر.ق","39,550 ر.ق","39,550 ر.ق","39,550 ر.ق","39,550 ر.ق","39,550 ر.ق","49,400 ر.ق","49,400 ر.ق","49,400 ر.ق","59,250 ر.ق","59,250 ر.ق","63,250 ر.ق","63,250 ر.ق",رؤية المدرسة,أهداف المدرسة
b842bbb9-3267-e311-93f9-00155d283a04,اكاديمية الدوحة الخاصة - فرع سلوى,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=b842bbb9-3267-e311-93f9-00155d283a04,25.24691,51.5073,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,المعمورة - الغديرات الغديرات 736 9691 الريان المعمورة,ذكور وإناث,http://https://www.dohaacademy.sch.qa,dohaacademy.salwa@education.qa,44143704,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - ادوارد ماتيو كوبار,المنهج البريطاني,- الأول - الثاني - الثالث - الرابع - الخامس - السادس - السابع - الثامن - التاسع,"- QNSA/canidacy approved December2017 

تمت الموافقة على االترشح  ديسمبر 2017",نعم,346,نعم,,,"25,200 ر.ق","25,200 ر.ق","25,200 ر.ق","25,200 ر.ق","25,200 ر.ق","25,200 ر.ق","28,900 ر.ق","28,900 ر.ق","28,900 ر.ق",,,,,رؤية المدرسة,أهداف المدرسة
0e2f97a9-3d68-e311-93f9-00155d283a04,أكاديمية الدوحة العالمية – الوعب,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=0e2f97a9-3d68-e311-93f9-00155d283a04,25.253137,51.46681,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,الوعب - الوعب الدحيل 220 9691 الريان الوعب,ذكور وإناث,http://http://www.dohaacademy.net,dohaacademy.mix@education.qa,40202700,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - جرايم مارك جاريت,المنهج البريطاني,- روضة - تمهيدي - الأول - الثاني - الثالث - الرابع - الخامس - السادس - السابع - الثامن - التاسع - العاشر - الحادي عشر - الثاني عشر - الثالث عشر,- edexel approved centre certificate - cambridge international centre,نعم,1782,نعم,"20,300 ر.ق","20,300 ر.ق","25,900 ر.ق","25,900 ر.ق","25,900 ر.ق","25,900 ر.ق","25,900 ر.ق","25,900 ر.ق","28,900 ر.ق","28,900 ر.ق","28,900 ر.ق","33,300 ر.ق","33,300 ر.ق","39,400 ر.ق","39,400 ر.ق",,أهداف المدرسة
b93f6da9-eba9-e811-80cf-18a99b0fcf64,أكاديمية الشموخ للامتياز الدولية,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=b93f6da9-eba9-e811-80cf-18a99b0fcf64,25.430089,51.47767,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,روضة الحمامة - روضة الحمامة 1528 1528 45872 الظعاين روضة الحمامة,ذكور وإناث,,alshoumoukh.academy@education.qa,50679764,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,Complex Manager & License Owner - راشد سالم مسعود حمد شريده,المنهج البريطاني,- روضة - تمهيدي - الأول - الثاني - الثالث - الرابع - الخامس - السادس,,لا,240,نعم,"14,400 ر.ق","14,400 ر.ق","18,000 ر.ق","18,000 ر.ق","18,000 ر.ق","18,700 ر.ق","18,700 ر.ق","18,700 ر.ق",,,,,,,,رؤية المدرسة,أهداف المدرسة
51c8d1c7-3d68-e311-93f9-00155d283a04,أكاديمية العوسج,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=51c8d1c7-3d68-e311-93f9-00155d283a04,25.313365,51.426991,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_USA_Flag.png,النصرانية - الناصرية  2740 2740  52 الريان النصرانية,ذكور وإناث,http://http://www.tlc.edu.qa/,awsaj@education.qa,44542110,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - دايفيد مارك هيجس,المنهج الأمريكي,- 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 11 - 12 - P - K - N,"- Dual Accreditation: Awsaj Academy has been awarded a dual accreditation by two internationally renowned accrediting agencies:
1.	 The Council of International Schools (CIS) 
2.	Middle States Association (MSA) both of whom are recognized by the Supreme Education Council (SEC).",لا,1251,نعم,,,,,,,,,,,,,,,,رؤية المدرسة,أهداف المدرسة
bd9d553c-bdf8-ea11-ba6c-005056b3f1dc,أكاديمية العوسج - تعليم كبار,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=bd9d553c-bdf8-ea11-ba6c-005056b3f1dc,25.313365,51.426991,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_USA_Flag.png,النصرانية - الناصرية 2740 2740 الريان النصرانية,ذكور وإناث,,awsaj@education.qa,+974 44 54 21 11,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,-,المنهج الأمريكي,- 10 - 11 - 12,,لا,555,نعم,,,,,,,,,,,,,,,,,
63ed7b64-b8f8-ea11-ba6c-005056b3f1dc,أكاديمية العوسج - مسائي,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=63ed7b64-b8f8-ea11-ba6c-005056b3f1dc,25.313365,51.426991,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_USA_Flag.png,النصرانية - الناصرية 2740 2740 الريان النصرانية,ذكور وإناث,,awsaj@education.qa,+974 44 54 21 11,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,-,المنهج الأمريكي,- 10 - 11 - 12,,لا,310,نعم,,,,,,,,,,,,,,,,,
61f1fe92-ec95-e711-80c5-18a99b0fcf64,أكاديمية الفيصل الابتدائية,https://www.edu.gov.qa/ar/pages/SchoolDetails.aspx?sId=61f1fe92-ec95-e711-80c5-18a99b0fcf64,25.277634,51.420686,https://www.edu.gov.qa//Style Library/Images/SEC_Images/PSO_England_Flag.png,الريان الجديد - اشنان اشنان 981 202461 الريان الريان الجديد,ذكور وإناث,http://www.alfaisalinternational.com,alfaisalacademy.prim@education.qa,44902680,https://nsis.edu.gov.qa/Logo/report_header_logo.jpg,School Manager & License Owner - كوثر حسن احمد الدايه,المنهج البريطاني,- 1 - 2 - 3 - 4 - 5 - 6,- لا يوجد,لا,257,نعم,,,,,,,,,,,,,,,,,
